country,currency_code,interest_rate_diff,annual_hedging_cost,hedging_type,pre_tax_arbitrage_profit,post_tax_arbitrage_profit,risk_adjusted_profit,risk_rating,loan_margin_percentage,corporate_tax,inflation_rate,loan_interest_rate,total_loan_rate
chile,clp,0.9999999999999996,1.8278527172615726,Forward Rate,-0.8278527172615732,-0.6043324836009484,-0.02158330298574816,73,6.0,27.0,4.9,5.0,11.0
india,inr,-0.2500000000000002,1.2638246458243951,Forward Rate,-1.5138246458243954,-0.9848943145733517,-0.021886540323852264,56,6.0,34.94,4.31,6.25,12.25
maldives,mvr,-1.0000000000000009,1.7324783657306022,Forward Rate,-2.732478365730603,-2.3226066108710124,-0.029400083681911552,22,6.0,15.0,4.8,7.0,13.0
rwanda,rwf,-0.5000000000000004,2.5875904646556185,Forward Rate,-3.087590464655619,-2.2230651345520456,-0.03269213433164773,33,6.0,28.0,5.7,6.5,12.5
uganda,ugx,-3.7500000000000004,0.5808341595746922,Forward Rate,-4.330834159574692,-3.0315839117022843,-0.04152854673564773,28,6.0,30.0,3.6,9.75,15.75
romania,ron,-0.5000000000000004,1.9231361927887607,Forward Rate,-2.423136192788761,-2.035434401942559,-0.04424857395527303,55,6.0,16.0,5.0,6.5,12.5
pakistan,pkr,-6.0,-0.5842275624228357,Forward Rate,-5.415772437577164,-3.845198430679786,-0.04523762859623277,16,6.0,29.0,2.4,12.0,18.0
kenya,kes,-4.749999999999998,0.2908387895957095,Forward Rate,-5.040838789595709,-3.528587152716996,-0.04523829682970507,23,6.0,30.0,3.3,10.75,16.75
belarus,byn,-3.5000000000000004,2.113431207397372,Forward Rate,-5.6134312073973724,-4.2100734055480284,-0.0467785933949781,11,6.0,25.0,5.2,9.5,15.5
bolivia,bob,2.790000000000001,8.403770434099615,Forward Rate,-5.613770434099615,-4.210327825574711,-0.04953326853617307,16,6.0,25.0,12.03,3.21,9.209999999999999
tunisia,tnd,-2.0000000000000018,2.8710105882431374,Forward Rate,-4.87101058824314,-4.140359000006669,-0.05175448750008336,21,6.0,15.0,6.0,8.0,14.000000000000002
lesotho,lsl,-1.5000000000000013,3.7000000000000006,Log Inflation,-5.200000000000002,-3.9000000000000012,-0.05492957746478875,30,6.0,25.0,3.7,7.5,13.5
azerbaijan,azn,-1.250000000000001,2.303364787762619,Forward Rate,-3.5533647877626198,-2.8426918302100956,-0.055739055494315605,50,6.0,20.0,5.4,7.25,13.25
mexico,mxn,-3.5000000000000004,0.002722083263639874,Forward Rate,-3.5027220832636403,-2.451905458284548,-0.05702105716940809,58,6.0,30.0,3.59,9.5,15.5
hungary,huf,-0.5000000000000004,2.3981964686485413,Forward Rate,-2.8981964686485417,-2.6373587864701733,-0.06133392526674822,58,6.0,9.0,5.5,6.5,12.5
mozambique,mzn,-6.25,1.6274614101627813,Forward Rate,-7.877461410162781,-5.3566737589106905,-0.06453823805916495,18,6.0,32.0,4.69,12.25,18.25
moldova,mdl,-0.5000000000000004,5.753590460938936,Forward Rate,-6.253590460938936,-5.503159605626264,-0.07240999481087189,25,6.0,12.0,9.1,6.5,12.5
colombia,cop,-3.5000000000000004,2.1324408073025403,Forward Rate,-5.632440807302541,-3.661086524746652,-0.07958883749449243,55,6.0,35.0,5.22,9.5,15.5
suriname,srd,-4.000000000000001,6.66600554989985,Forward Rate,-10.666005549899852,-6.826243551935905,-0.08030874766983417,16,6.0,36.0,10.1,10.0,16.0
madagascar,mga,-3.5000000000000004,4.554867024526101,Forward Rate,-8.0548670245261,-6.443893619620882,-0.08478807394238001,25,6.0,20.0,7.8,9.5,15.5
brazil,brl,-7.250000000000001,-0.01337512365630067,Forward Rate,-7.236624876343701,-4.7761724183868415,-0.08528879318547931,45,6.0,34.0,4.56,13.25,19.25
uruguay,uyu,-3.0,1.9707439061373653,Forward Rate,-4.970743906137365,-3.7280579296030236,-0.09320144824007559,61,6.0,25.0,5.05,9.0,15.0
mongolia,mnt,-4.000000000000001,6.21083862842794,Forward Rate,-10.21083862842794,-7.658128971320954,-0.1094018424474422,31,6.0,25.0,9.6,10.0,16.0
iceland,isk,-2.0000000000000018,1.5414563401186754,Forward Rate,-3.5414563401186774,-2.7977505086937553,-0.11191002034775023,76,6.0,21.0,4.6,8.0,14.000000000000002
bangladesh,bdt,-4.000000000000001,6.520577420287854,Forward Rate,-10.520577420287855,-7.6274186297086946,-0.11556694893498022,35,6.0,27.5,9.94,10.0,16.0
laos,lak,-4.000000000000001,11.454154173221246,Forward Rate,-15.454154173221246,-12.363323338576999,-0.1437595737043837,15,6.0,20.0,15.5,10.0,16.0
ethiopia,etb,-1.0000000000000009,17.0,Log Inflation,-18.000000000000004,-12.6,-0.14651162790697675,15,6.0,30.0,17.0,7.0,13.0
ukraine,uah,-8.5,9.177348292598056,Forward Rate,-17.677348292598055,-14.495425599930407,-0.16106028444367118,11,6.0,18.0,12.9,14.5,20.5
russia,rub,-15.000000000000002,6.484187317993991,Forward Rate,-21.484187317993992,-16.113140488495493,-0.18520851136201716,14,6.0,25.0,9.9,21.0,27.0
uzbekistan,uzs,-7.500000000000001,6.393154084579448,Forward Rate,-13.89315408457945,-11.809180971892532,-0.19359313068676284,40,6.0,15.0,9.8,13.5,19.5
zambia,zmw,-8.5,12.48775510628745,Forward Rate,-20.987755106287448,-14.691428574401213,-0.20692152921691848,30,6.0,30.0,16.7,14.5,20.5
lebanon,lbp,-14.000000000000002,11.972290047421003,Forward Rate,-25.972290047421005,-21.557000739359435,-0.23179570687483264,8,6.0,17.0,16.1,20.0,26.0
kazakhstan,kzt,-9.25,5.570104170927902,Forward Rate,-14.8201041709279,-11.856083336742321,-0.275722868296333,58,6.0,20.0,8.9,15.25,21.25
ghana,ghs,-21.000000000000004,18.15121678383961,Forward Rate,-39.151216783839615,-29.36341258787971,-0.32626013986533015,11,6.0,25.0,23.5,27.0,33.0
angola,aoa,-13.5,20.53552046715808,Forward Rate,-34.03552046715808,-25.526640350368563,-0.3358768467153758,25,6.0,25.0,26.48,19.5,25.5
nigeria,ngn,-21.500000000000004,18.941607220044574,Forward Rate,-40.441607220044574,-28.3091250540312,-0.3629375006927077,23,6.0,30.0,24.48,27.5,33.5
egypt,egp,-21.250000000000004,18.55525773754011,Forward Rate,-39.80525773754011,-30.849074746593587,-0.39550095828966136,23,6.0,22.5,24.0,27.25,33.25
venezuela,ves,-53.12,18.21597314031977,Forward Rate,-71.33597314031978,-47.081742272611045,-0.5231304696956782,11,6.0,34.0,23.58,59.12,65.12
argentina,ars,-23.0,58.29204752509462,Forward Rate,-81.29204752509462,-52.8398308913115,-0.6004526237649035,13,6.0,35.0,84.5,29.0,35.0
turkey,try,-39.0,32.194278292319055,Forward Rate,-71.19427829231905,-53.39570871923929,-0.8214724418344507,36,6.0,25.0,42.12,45.0,51.0
